식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴 / 바이오틴(μg),비타민 B6 (mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방(g),EPA + DHA(mg),가돌레산(20:1 n-11) / 에이코센산(20:1 n-9)(mg),감마 리놀렌산(18:3 n-6)(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),"도코사펜타에노산(DPA, 22:5 n-3)(mg)","도코사헥사에노산(DHA, 22:6 n-3)(mg)",디호모리놀렌산(20:3 n-3)(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2 n-6)(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1 n-7)(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4 n-3)(mg),아라키돈산(20:4 n-6)(mg),아라키드산(20:0)(mg),알파리놀렌산(18:3 n-3)(g),에루크산(22:1)(mg),에이코사디에노산(20:2 n-6)(mg),에이코사트리에노산(20:3 n-6)(mg),"에이코사펜타에노산(EPA, 20:5 n-3)(mg)",오메가3 지방산(g),오메가6 지방산(g),올레산(18:1 n-9)(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1 trans n-9)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글리신(mg),라이신(mg),류신 / 루신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신 / 이소루신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),카페인(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자
D202-091000000-0066,버거_슈슈 버거,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2091,버거,209100,해당없음,20910000,해당없음,0,해당없음,100g,183,,5.36,6.25,,26.79,5.8,,,,,,361.0,,,,,,,,,17.86,0.76,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,224g,맥도날드,2,수집,2023-10-31,2025-04-08
D202-091000000-0111,버거_쿼터파운더치즈 버거,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2091,버거,209100,해당없음,20910000,해당없음,0,해당없음,100g,271,,15.66,14.14,,21.21,5.05,,,,,,488.0,,,,,,,,,31.31,6.57,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,198g,맥도날드,2,수집,2023-10-31,2025-04-08
D202-091000000-0127,버거_필레오피쉬 버거,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2091,버거,209100,해당없음,20910000,해당없음,0,해당없음,100g,250,,10.22,,,,4.38,,,,,,434.0,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,137g,맥도날드,2,수집,2022-10-30,2025-04-08
D202-091000000-0177,버거_맥스파이시상하이 버거,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2091,버거,209100,해당없음,20910000,해당없음,0,해당없음,100g,204,,9.76,8.94,,21.54,3.66,,,,,,448.0,,,,,,,,,17.48,1.22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,246g,맥도날드,2,수집,2023-10-31,2025-04-08
D202-091000000-0178,버거_맥크리스피디럭스 버거,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2091,버거,209100,해당없음,20910000,해당없음,0,해당없음,100g,223,,8.55,11.15,,22.68,5.58,,,,,,482.0,,,,,,,,,26.02,1.86,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,269g,맥도날드,2,수집,2023-10-31,2025-04-08
D202-091000000-0179,버거_맥크리스피클래식 버거,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2091,버거,209100,해당없음,20910000,해당없음,0,해당없음,100g,290,,11.33,14.78,,29.06,6.4,,,,,,637.0,,,,,,,,,34.48,2.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,203g,맥도날드,2,수집,2023-10-31,2025-04-08
D202-091000000-0201,버거_스파이시치킨 스낵랩,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2091,버거,209100,해당없음,20910000,해당없음,0,해당없음,100g,271,,10.71,15.18,,23.21,2.68,,,,,,725.0,,,,,,,,,20.54,3.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,112g,맥도날드,2,수집,2023-10-31,2025-04-08
D202-091000000-0211,버거_창녕갈릭비프 버거,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2091,버거,209100,해당없음,20910000,해당없음,0,해당없음,100g,250,,10.0,13.33,,22.96,7.04,,,,,,351.0,,,,,,,,,21.48,4.44,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,270g,맥도날드,2,수집,2023-10-31,2025-04-08
D202-091000000-0212,버거_창녕갈릭치킨 버거,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2091,버거,209100,해당없음,20910000,해당없음,0,해당없음,100g,232,,8.39,11.74,,24.16,7.05,,,,,,452.0,,,,,,,,,23.15,1.68,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,298g,맥도날드,2,수집,2023-10-31,2025-04-08
D202-091000000-0223,버거_케이준비프 스낵랩,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2091,버거,209100,해당없음,20910000,해당없음,0,해당없음,100g,302,,10.78,18.63,,22.55,3.92,,,,,,441.0,,,,,,,,,25.49,5.88,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,102g,맥도날드,2,수집,2023-10-31,2025-04-08
D202-091000000-0233,버거_트리플치즈 버거,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2091,버거,209100,해당없음,20910000,해당없음,0,해당없음,100g,283,,16.44,15.98,,19.63,4.11,,,,,,562.0,,,,,,,,,49.32,7.76,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,219g,맥도날드,2,수집,2023-10-31,2025-04-08
D202-091000000-0240,버거_햄버거,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2091,버거,209100,해당없음,20910000,해당없음,0,해당없음,100g,263,,12.87,8.91,,32.67,6.93,,,,,,446.0,,,,,,,,,21.78,2.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,101g,맥도날드,2,수집,2023-10-31,2025-04-08
D202-092000000-0001,버터빵_뺑오플레르,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2092,버터빵,209200,해당없음,20920000,해당없음,0,해당없음,100g,339,,8.2,,,,1.3,,,,,,454.0,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,50g,롤링핀,2,수집,2022-10-30,2025-04-08
D202-092000000-0002,버터빵_소금버터롤,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2092,버터빵,209200,해당없음,20920000,해당없음,0,해당없음,100g,387,,11.29,,,,8.06,,,,,,435.0,,,,,,,,,,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,62g,뚜레쥬르,2,수집,2023-10-31,2025-04-08
D202-092000000-0003,버터빵_고메소금빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2092,버터빵,209200,해당없음,20920000,해당없음,0,해당없음,100g,374,,9.43,,,,3.77,,,,,,377.0,,,,,,,,,,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,3,식품의약품안전처,53g,더벤티,2,수집,2023-09-01,2025-04-08
D202-092000000-0004,버터빵_버터 소금빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2092,버터빵,209200,해당없음,20920000,해당없음,0,해당없음,100g,365,,8.0,,,,5.33,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,3,식품의약품안전처,75g,달콤,2,수집,2023-06-30,2025-04-08
D202-092000000-0005,버터빵_버터롤,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2092,버터빵,209200,해당없음,20920000,해당없음,0,해당없음,100g,320,,8.0,11.0,,48.0,11.0,,,,,,410.0,,,,,,,,,15.0,6.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,파리바게뜨,2,수집,2023-10-31,2025-04-08
D202-092000000-0006,버터빵_소금빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2092,버터빵,209200,해당없음,20920000,해당없음,0,해당없음,100g,432,,15.38,,,,9.23,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,식품의약품안전처,65g,카페게이트,2,수집,2023-06-30,2025-04-08
D202-092000000-0007,버터빵_약과 버터바,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2092,버터빵,209200,해당없음,20920000,해당없음,0,해당없음,100g,432,,4.05,,,,22.3,,,,,,194.0,,,,,,,,,,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,식품의약품안전처,148g,팔공티,2,수집,2023-09-26,2025-04-08
D202-094000000-0001,번_딸기번,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,424,,8.42,15.79,,62.11,10.53,,,,,,315.0,,,,,,,,,30.0,6.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,95g,로띠번,2,수집,2023-10-31,2025-04-08
D202-094000000-0002,번_로띠번,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,369,,9.47,12.63,,53.68,12.63,,,,,,305.0,,,,,,,,,,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,95g,로띠번,2,수집,2023-10-31,2025-04-08
D202-094000000-0005,번_모카빵 (소),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,335,,6.42,,,,20.18,,,,,,330.0,,,,,,,,,,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,109g,파리바게뜨,2,수집,2022-10-30,2025-04-08
D202-094000000-0006,번_모카빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,355,,8.0,,,,8.0,,,,,,374.0,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,207g,따삐오,2,수집,2022-10-30,2025-04-08
D202-094000000-0007,번_미니모카빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,336,,7.27,,,,20.0,,,,,,327.0,,,,,,,,,,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,55g,파리바게뜨,2,수집,2022-10-30,2025-04-08
D202-094000000-0008,번_바닐라번,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,360,,8.42,12.0,,53.68,12.63,,,,,,281.0,,,,,,,,,,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,95g,로띠번,2,수집,2023-10-31,2025-04-08
D202-094000000-0009,번_쁘띠모카빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,351,,8.33,,,,6.94,,,,,,394.0,,,,,,,,,,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,144g,따삐오,2,수집,2022-10-30,2025-04-08
D202-094000000-0010,번_아몬드모카빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,352,,9.0,,,,20.0,,,,,,347.0,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,190g,따삐오,2,수집,2022-10-30,2025-04-08
D202-094000000-0011,번_악마의 초코번,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,304,,5.66,,,40.57,8.49,,,,,,260.0,,,,,,,,,,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,3,식품의약품안전처,106g,엔제리너스,2,수집,2022-06-27,2025-04-08
D202-094000000-0012,번_악마의 크림번,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,304,,5.71,,,40.95,8.57,,,,,,252.0,,,,,,,,,,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,3,식품의약품안전처,105g,엔제리너스,2,수집,2022-06-27,2025-04-08
D202-094000000-0013,번_오리지널 핫 번,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,400,,6.67,,,,6.67,,,,,,317.0,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,식품의약품안전처,60g,이디야,2,수집,2022-07-08,2025-04-08
D202-094000000-0014,번_초코번,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,396,,8.42,16.0,,53.68,16.84,,,,,,319.0,,,,,,,,,25.0,5.26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,95g,로띠번,2,수집,2023-10-31,2025-04-08
D202-094000000-0015,번_치즈번,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,392,,6.67,,,,16.67,,,,,,233.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,3,식품의약품안전처,60g,커피마마,2,수집,2022-07-07,2025-04-08
D202-094000000-0016,번_카페모카빵 (대),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,381,,8.68,,,,21.13,,,,,,306.0,,,,,,,,,,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,260g,뚜레쥬르,2,수집,2023-10-31,2025-04-08
D202-094000000-0018,번_커피번,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,387,,7.25,,,,8.7,,,,,,357.0,,,,,,,,,,13.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,69g,따삐오,2,수집,2022-10-30,2025-04-08
D202-094000000-0020,번_쿠키&크림 번버거,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,295,,4.18,,,,17.21,,,,,,183.0,,,,,,,,,,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,3,식품의약품안전처,201g,카페띠아모,2,수집,2022-07-04,2025-04-08
D202-094000000-0021,번_크림치즈번,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,359,,8.57,16.0,,55.24,16.0,,,,,,362.0,,,,,,,,,55.0,8.57,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,105g,로띠번,2,수집,2023-10-31,2025-04-08
D202-094000000-0022,번_티라미수 번버거,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,282,,4.61,,,,15.97,,,,,,161.0,,,,,,,,,,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,3,식품의약품안전처,191g,카페띠아모,2,수집,2022-07-04,2025-04-08
D202-094000000-0023,번_플레이번 모카,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,337,,9.2,8.05,,54.02,11.49,,,,,,293.0,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,87g,로띠번,2,수집,2023-10-31,2025-04-08
D202-094000000-0024,번_플레이번 바닐라,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,343,,9.2,9.2,,54.02,12.64,,,,,,297.0,,,,,,,,,,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,87g,로띠번,2,수집,2023-10-31,2025-04-08
D202-094000000-0025,번_핫 치즈번,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,392,,6.67,,,,16.67,,,,,,233.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,식품의약품안전처,60g,이디야,2,수집,2022-07-08,2025-04-08
D202-094000000-0026,번_호두카야번,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,401,,8.57,15.24,,55.24,22.0,,,,,,333.0,,,,,,,,,50.0,8.57,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,105g,로띠번,2,수집,2023-10-31,2025-04-08
D202-094000000-0030,번_옥수수콘크림번,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2094,번,209400,해당없음,20940000,해당없음,0,해당없음,100g,316,,5.75,16.09,,37.93,12.64,,,,,,356.0,,,,,,,,,45.98,6.9,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,87g,파리바게뜨,2,수집,2023-10-31,2025-04-08
